mode,N,K,p_or_layers,mixer,warm_start,formulation,alpha,lam_tc,best_energy,optimal_energy,energy_gap,cvar,overlap,gate_single,gate_two,layers,duration_sec,solver_used,shots,noise_p,noise_model,objective,pairs
standard,14,6,3,xy,1,mad,0.2,0.1,4.06803393495921,0.001919765328963468,4.0661141696302465,20.326320781249535,0.0018342722668367047,0,42,,0.4876558780670166,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,3,xy,1,mvo_tc,0.2,0.1,4.06273961077087,-0.013893578629590585,4.076633189400461,20.338774153834972,7.755552692925086e-05,0,42,,0.41273021697998047,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,3,x,0,mvo,0.2,0.1,444.08418983000684,-0.014358380948626993,444.09854821095547,1563.4921987525945,1.5888469316649632e-06,42,0,,0.16068410873413086,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,3,x,0,mad,0.2,0.1,444.04301505259946,0.001919765328963468,444.0410952872705,1563.288402106147,1.6343756009659214e-06,42,0,,0.300753116607666,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,3,x,0,mvo_tc,0.2,0.1,444.35061562271903,-0.013893578629590585,444.3645092013486,1564.1122253561373,1.609199798778591e-06,42,0,,0.2221381664276123,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,3,x,1,mvo,0.2,0.1,444.0827768669196,-0.014358380948626993,444.0971352478682,1563.4889251326695,1.5674100906992981e-06,42,0,,0.16890525817871094,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,3,x,1,mad,0.2,0.1,444.041599169569,0.001919765328963468,444.03967940424,1563.2851819797168,1.6434655691779952e-06,42,0,,0.3064689636230469,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,3,x,1,mvo_tc,0.2,0.1,444.34923893295365,-0.013893578629590585,444.3631325115832,1564.109035522427,1.5875753024210919e-06,42,0,,0.22789621353149414,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,4,xy,0,mvo,0.2,0.1,0.44398178999937243,-0.014358380948626993,0.45834017094799945,2.2478638133296815,0.0006632775374716139,0,56,,1.52494478225708,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,4,xy,0,mad,0.2,0.1,0.453604458340123,0.001919765328963468,0.4516846930111595,2.2543441757480998,3.0861207461492214e-05,0,56,,1.6407139301300049,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,4,xy,0,mvo_tc,0.2,0.1,0.44454780383837134,-0.013893578629590585,0.4584413824679619,2.2484926982769453,0.0006636403763729348,0,56,,1.3585700988769531,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,4,xy,1,mvo,0.2,0.1,5.901554454796848,-0.014358380948626993,5.915912835745475,29.534859489432925,0.00020409342516622392,0,56,,0.4294559955596924,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,4,xy,1,mad,0.2,0.1,5.889825620078591,0.001919765328963468,5.8879058547496275,29.435239757438975,0.0006064535046785431,0,56,,0.566972017288208,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,4,xy,1,mvo_tc,0.2,0.1,5.902180232584162,-0.013893578629590585,5.916073811213753,29.535759471978047,0.00020402383506213585,0,56,,0.5421411991119385,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,4,x,0,mvo,0.2,0.1,371.8131400161319,-0.014358380948626993,371.82749839708055,1213.0087318784483,3.289080060042953e-05,56,0,,0.22652173042297363,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,4,x,0,mad,0.2,0.1,371.48007983554874,0.001919765328963468,371.47816007021976,1211.7165134530721,3.3142311202518516e-05,56,0,,0.36382102966308594,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,4,x,0,mvo_tc,0.2,0.1,371.721521681215,-0.013893578629590585,371.73541525984456,1212.691110841832,3.286885134863034e-05,56,0,,0.28032922744750977,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,4,x,1,mvo,0.2,0.1,371.8127702587717,-0.014358380948626993,371.82712863972034,1213.0066496173476,3.350338785437781e-05,56,0,,0.21746587753295898,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,4,x,1,mad,0.2,0.1,371.47956807996775,0.001919765328963468,371.47764831463877,1211.7137814034472,3.373872195166004e-05,56,0,,0.3538229465484619,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,4,x,1,mvo_tc,0.2,0.1,371.72115448633576,-0.013893578629590585,371.7350480649653,1212.6890502333583,3.3481242719894754e-05,56,0,,0.27979111671447754,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,5,xy,0,mvo,0.2,0.1,0.44397569399156633,-0.014358380948626993,0.45833407494019335,2.247733050649765,7.033589045226075e-05,0,70,,1.699253797531128,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,5,xy,0,mad,0.2,0.1,0.45360132833686573,0.001919765328963468,0.45168156300790224,2.254276199786117,4.305957955816342e-05,0,70,,1.801058053970337,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,5,xy,0,mvo_tc,0.2,0.1,0.444541541041867,-0.013893578629590585,0.45843511967145756,2.2483690480854834,7.038564126221535e-05,0,70,,1.782304048538208,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,5,xy,1,mvo,0.2,0.1,10.3365619007398,-0.014358380948626993,10.350920281688428,51.70927418974249,0.0001818123651882981,0,70,,0.5785939693450928,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,5,xy,1,mad,0.2,0.1,10.338338518186678,0.001919765328963468,10.336418752857714,51.67770152934274,0.00025149801540973085,0,70,,0.7083420753479004,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,5,xy,1,mvo_tc,0.2,0.1,10.337836349861384,-0.013893578629590585,10.351729928490974,51.71340964134689,0.0001817962354041379,0,70,,0.6119987964630127,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,5,x,0,mvo,0.2,0.1,810.4478798026878,-0.014358380948626993,810.4622381836364,2492.5899287325774,4.349664110034113e-05,70,0,,0.2591078281402588,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,5,x,0,mad,0.2,0.1,809.6193832820137,0.001919765328963468,809.6174635166848,2492.0679879776894,4.2473079260360975e-05,70,0,,0.3894782066345215,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,5,x,0,mvo_tc,0.2,0.1,810.2176387991917,-0.013893578629590585,810.2315323778213,2492.236964982343,4.354309460901737e-05,70,0,,0.3201291561126709,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,5,x,1,mvo,0.2,0.1,810.4495004170265,-0.014358380948626993,810.463858797975,2492.588853558748,4.3388141086768304e-05,70,0,,0.3630971908569336,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,5,x,1,mad,0.2,0.1,809.6176314329209,0.001919765328963468,809.615711667592,2492.060117332688,4.2515198270726086e-05,70,0,,0.4673001766204834,bruteforce,0,0.001,depolarizing,expectation,
standard,14,6,5,x,1,mvo_tc,0.2,0.1,810.2192789871341,-0.013893578629590585,810.2331725657637,2492.235876172124,4.343447442758187e-05,70,0,,0.3761410713195801,bruteforce,0,0.001,depolarizing,expectation,
standard,16,6,1,xy,0,mvo,0.2,0.1,0.7942589887169653,-0.015792859985891836,0.8100518487028572,3.9985148107176194,6.379400060303012e-05,0,16,,1.394068956375122,bruteforce,0,0.001,depolarizing,expectation,
standard,16,6,1,xy,0,mad,0.2,0.1,0.8035122568612665,0.0017831638596035675,0.801729093001663,4.0042405375098244,3.192170026954834e-05,0,16,,1.8499679565429688,bruteforce,0,0.001,depolarizing,expectation,
standard,16,6,1,xy,0,mvo_tc,0.2,0.1,0.7948312466052285,-0.015243630179576168,0.8100748767848047,3.999033664573095,6.37963939183621e-05,0,16,,1.5717787742614746,bruteforce,0,0.001,depolarizing,expectation,
standard,16,6,1,xy,1,mvo,0.2,0.1,3.4186241081095763,-0.015792859985891836,3.434416968095468,17.119836181225075,0.00012721715351066178,0,16,,0.4541921615600586,bruteforce,0,0.001,depolarizing,expectation,
